ID,Main Category,Sub Categories,Title,Description,Ring Size,Length,Packaging,Price,Image URL
62106154,古巴產品,大衛杜夫,大卫杜夫 署名#2 铝管20支 152*38 Signature No.2',"众所周知，Davidoff Signature No. 2 是我们的创始人 Zino Davidoff 和 Dr.Schneider 的首选雪茄。这款雪茄采用永恒的 Panetela 格式，顶部带有优雅的“辫子”，展现出均衡的泥土和木头味道，同时强调花香，留下特别干净和奶油般的余味

带有咖啡味的大卫杜夫签名雪茄与芳香的牛奶咖啡以及优雅的香槟或淡淡的泥煤威士忌完美搭配。",38,152mm,20支,MOP$2650.00/澳门币,https://img.pospal.cn/productImages/3896373/9cbe685c-a55b-4adf-9172-e2d54eb6ebf5_200x200.jpg
71819982,古巴產品,大衛杜夫,大卫杜夫 署名1000# 25支 117*34 Signature,,34,117mm,25支,MOP$2185.00/澳门币,https://img.pospal.cn/productImages/3896373/b1cbe170-1dd9-4175-a52b-e3ee16e1d337_200x200.jpg
73181323,古巴產品,大衛杜夫,大卫杜夫 署名2000# 铝管单支 127*43 Signature,,43,127mm,N/A,MOP$165.00/澳门币,https://img.pospal.cn/productImages/3896373/883b791f-aca7-4042-a0c9-68fc42be5596_200x200.jpg
67022701,古巴產品,大衛杜夫,大卫杜夫 署名2000# 铝管4支 127*43 Signature,,43,127mm,4支,MOP$523.00/澳门币,https://img.pospal.cn/productImages/3896373/787ea989-af6f-4961-a9d3-6c8cd35eb4c8_200x200.jpg
79442771,古巴產品,大衛杜夫,大卫杜夫 署名2000# 铝管20支(5盒) 127*43 Signature,,43,127mm,20支,MOP$2615.00/澳门币,https://img.pospal.cn/productImages/3896373/f7e8d36a-9d3f-498c-a13e-cca0e8ae431b_200x200.jpg
67014053,古巴產品,大衛杜夫,大卫杜夫 署名2000# 铝管20支 127*43 Signature,,43,127mm,20支,MOP$2380.00/澳门币,https://img.pospal.cn/productImages/3896373/e4c00428-e198-474d-beab-54f53d6393a1_200x200.jpg
80649768,古巴產品,大衛杜夫,大卫杜夫 署名2000# 25支 127*43 Signature,,43,127mm,25支,MOP$2978.00/澳门币,https://img.pospal.cn/productImages/3896373/24d7a7b2-cc81-47c7-97e5-1a09702ed7a0_200x200.jpg
88166641,古巴產品,大衛杜夫,大卫杜夫 署名6000# 25支 127*48 Signature,,48,127mm,25支,MOP$3388.00/澳门币,https://img.pospal.cn/productImages/3896373/5dcdcf48-65dd-4c3c-b5da-a9e1f5aaf561_200x200.jpg
112953934,古巴產品,大衛杜夫,大卫杜夫 署名小皇冠 25支 115*41 Signature Petit Corona,浓度:1.5。享受用时:25min。署名小皇冠提供清新的风味，不会让味蕾感到负担。味道与 Signature 6000 相当，但香气的强度略有提高：最初，大麦和烤小麦的香气增强了橡木的微妙香气。在中段，柔滑的奶油和红糖香气与花香香料的香气相得益彰。当雪雪接近尾声时，柔和的雪松木和干果的味道与黑胡椒的味道搭配在一起。余味特别柔滑。,41,115mm,25支,MOP$2428.00,https://img.pospal.cn/productImages/3896373/f6833506-d852-4ee2-9086-a977daf8c72c_200x200.jpg
82341488,古巴產品,大衛杜夫,大卫杜夫 署名公牛 25支 152*54 Signature Toro,环径较大的这款可以卷入更多的烟草，额外添加圣维森特 (San Vicente) Visus烟叶，具有强烈而刺激的味道，将复杂的口味完美平衡在这款雪茄，带有明显的橡木和雪松木的味道。,54,152mm,25支,MOP$3980.00/澳门币,https://img.pospal.cn/productImages/3896373/c4d39eec-965f-48b4-892b-71eaad1e048a_200x200.jpg
62106544,古巴產品,大衛杜夫,大卫杜夫 庆典'R' 铝管20支 124*50 Aniversario Special 'R',,50,124mm,20支,MOP$3099.00/澳门币,https://img.pospal.cn/productImages/3823360/b6a0e972-ae87-4e12-bd30-30c795c16996_200x200.jpg
79391648,古巴產品,大衛杜夫,大卫杜夫 庆典'R' 25支 124*50 Aniversario Special 'R',,50,124mm,25支,MOP$3780.00/澳门币,https://img.pospal.cn/productImages/3896373/8f7ab267-13b3-4928-b80e-55bb7149c471_200x200.jpg
90096129,古巴產品,大衛杜夫,大卫杜夫 庆典双'R' 25支 190*50 Aniversario Double R,可以体验泥土咖啡，并融合焦糖和橡木的甜味，滑腻的感觉和浓郁的烟熏味使Davidoff Aniversario成为一款非常优雅和放纵的雪茄。包裹在厄瓜多尔产的最好的烟草中，再加上精心调制的多米尼加去皮烟草，带有浓郁的咖啡和坚果奶油味。这些特殊雪茄烟中的烟草至少陈化4年，因此具有极佳的光滑度和极佳的吸烟乐趣。大卫杜夫Aniversarion系列（或特别版）确实非常特别。,50,190mm,25支,MOP$6288.00/澳门币,https://img.pospal.cn/productImages/3896373/d981a854-0c91-4884-a107-78a02888ada5_200x200.jpg
79391083,古巴產品,大衛杜夫,大卫杜夫 庆典'T' 20支 152*52 Aniversario Special 'T',浓度：2，Aniversario Special <>是该系列中最独特的款式，这种独特的鱼雷形状旨在让爱好者根据个人喜好改变切割的直径。享受雪茄的速度越慢，切口应该越小。根据口味美妙地填满您的时间，欣赏渐强的口味和清淡、辛辣的余味。,52,152mm,20支,MOP$3435.00/澳门币,https://img.pospal.cn/productImages/3896373/1b0db37e-65e0-495b-a8cb-f8956cd0e80e_200x200.jpg
79392187,古巴產品,大衛杜夫,大卫杜夫 庆典小憩 20支 89*43 Aniversario Entreacto,Entreacto是一款细短尺寸雪茄，独特饱满的香气，比较清淡。刚开始抽的时候，就散发出浓郁的烟雾，并带有和谐的皮革和香料香气凭借其简洁的长度。这款雪茄非常适合即使是最短的休息时间。,43,89mm,20支,MOP$1650.00/澳门币,https://img.pospal.cn/productImages/3896373/236f7384-8809-479f-8a10-4d903a5c46f2_200x200.jpg
82342073,古巴產品,大衛杜夫,大卫杜夫 庆典短双尖鱼雷 25支 124*52 Aniversario Short Perfecto,,52,124mm,25支,MOP$3380.00/澳门币,https://img.pospal.cn/productImages/3896373/0b40f0f1-01ba-4a73-abff-33a06c0df65d_200x200.jpg
78481938,古巴產品,大衛杜夫,大卫杜夫 千禧 罗拔图 铝管20支 133*50 Millennium Robusto,,50,133mm,20支,MOP$3488.00/澳门币,https://img.pospal.cn/productImages/3896373/3f9bec3f-f6ee-42e0-b8d0-a9f092fe76b9_200x200.jpg
78481847,古巴產品,大衛杜夫,大卫杜夫 千禧 (短)罗拔图 20支 108*52 Millennium Short Robusto,,52,108mm,20支,MOP$2828.00/澳门币,https://img.pospal.cn/productImages/3896373/a37e70db-7257-4b71-a935-3c5e76038513_200x200.jpg
89698498,古巴產品,大衛杜夫,大卫杜夫 千禧 鱼雷 10支 156*52 Millennium Piramides,浓度4。这种优雅的鱼雷规格创造了一种更强烈的吸烟体验，因为雪茄的味道在抽吸过程中慢慢地透出。由于其成熟度而呈现深色和浓郁的香气，突出了木质、白胡椒、甘草、焦糖、香料及巧克力的香气，并具有烘焙咖啡的味道。再加上其宽大的环规，这款雪茄在整个过程中都能提供完美的中等到浓郁的口感。与咖啡、朗姆酒和雪莉桶中陈酿的威士忌完美搭配。享受时间约 70 分钟,52,156mm,10支,MOP$2188.00/澳门币,https://img.pospal.cn/productImages/3896373/322be74a-ef7b-4d5b-95a8-4930769ab67d_200x200.jpg
81238939,古巴產品,大衛杜夫,大卫杜夫 千禧 公牛 10支 152*50 Millennium Toro,精致的大卫杜夫 Millennium Toro 强调了Millennium 系列的浓郁香气，并释放出烘焙咖啡、木头、甘草、巧克力和焦糖的味道以及辛辣的回味。,50,152mm,10支,MOP$2188.00/澳门币,https://img.pospal.cn/productImages/3896373/21ea0fb5-11bc-4638-8179-e4653b6cffbd_200x200.jpg
71820591,古巴產品,大衛杜夫,大卫杜夫 黑暗极致完美(双尖) 12支 127*50 Escurio Gran Perfecto,Gran Perfecto 格式具有该系列中最大的环规。Escurio 是一种冒险的混合物，由来自巴西托多斯桑托斯湾的 Cubra 和 Matafina 烟草以及来自多米尼加共和国和厄瓜多尔的烟草制成。巴西的气候赋予了 Escurio 雪茄独特的甜味、原汁原味和浓郁的香气，并带有盐和香料的味道，为您带来令人振奋的口味。 Escurio 雪茄带有胡椒、巧克力、甘草和咖啡的味道，特别适合搭配甜辣鸡尾酒,50,127mm,12支,MOP$1868.00/澳门币,https://img.pospal.cn/productImages/3896373/a1369d8e-9196-48ac-8649-1ee82ce6a225_200x200.jpg
89858986,古巴產品,大衛杜夫,大卫杜夫 黑暗极致公牛 12支 140*58 Escurio Gran Toro,这款雪茄初入口时，就以香甜与辛辣的交融让人著迷，好似辣椒中加入了柔和的奶油香味。很快，在过渡到三分之二时，又增添了橡木、甘草、果香、盐和皮革的香气。最后，咖啡和辣巧克力的香气将如此迷人的口味组合推向高潮。这款雪茄在香味上不断变化，为您打造全新的味觉体验，带您踏上缤纷多彩的风味之旅。,58,140mm,12支,MOP$2088.00/澳门币,https://img.pospal.cn/productImages/3896373/e07a0480-d847-4ac9-a217-6a4939dbac0e_200x200.jpg
81231387,古巴產品,大衛杜夫,大卫杜夫 黑暗罗拔图 12支 114*52 Escurio Robusto,这款雪茄初入口时，就以香甜与辛辣的交融让人著迷，好似辣椒中加入了柔和的奶油香味。很快，在过渡到三分之二时，又增添了橡木、甘草、果香、盐和皮革的香气。最后，咖啡和辣巧克力的香气将如此迷人的口味组合推向高潮。这款雪茄在香味上不断变化，为您打造全新的味觉体验，带您踏上缤纷多彩的风味之旅。,52,114mm,12支,MOP$1780.00/澳门币,https://img.pospal.cn/productImages/3896373/61f807b5-08ad-4663-88ed-ecdc67afc678_200x200.jpg
92203244,古巴產品,大衛杜夫,大卫杜夫 黑暗罗拔图 铝管12支 114*52 Escurio Robusto,这款雪茄初入口时，就以香甜与辛辣的交融让人著迷，好似辣椒中加入了柔和的奶油香味。很快，在过渡到三分之二时，又增添了橡木、甘草、果香、盐和皮革的香气。最后，咖啡和辣巧克力的香气将如此迷人的口味组合推向高潮。这款雪茄在香味上不断变化，为您打造全新的味觉体验，带您踏上缤纷多彩的风味之旅。,52,114mm,12支,MOP$1818.00/澳门币,https://img.pospal.cn/productImages/3896373/a8651f10-cb78-48a1-9171-f8030940745d_200x200.jpg
90096433,古巴產品,大衛杜夫,大卫杜夫 黑暗小罗拔图 14支 84*50 Escurio Petit Robusto,这款极具诱惑力的雪茄带您感受全新的味蕾刺激和感官体验。每一支Escurio 雪茄都混合了Cubra 烟叶（古巴克里奥尔烟草精心烤制而成）和巴西深色Mata Fina 烟叶，为如此精妙原创的烟草组合注入无限活力。这款雪茄初入口时，就以香甜与辛辣的交融让人著迷，好似辣椒中加入了柔和的奶油香味。很快，在过渡到三分之二时，又增添了橡木、甘草、果香、盐和皮革的香气。最后，拥有咖啡和辣巧克力的香气。,50,84mm,N/A,MOP$1478.00/澳门币,https://img.pospal.cn/productImages/3896373/268199d5-54d5-43bb-a018-ca4631aca140_200x200.jpg
71820494,古巴產品,大衛杜夫,大卫杜夫 尼加拉瓜 公牛 12支 140*54 Nicaragua Toro,,54,140mm,12支,MOP$2184.00/澳门币,https://img.pospal.cn/productImages/3896373/d1a3dcd8-7681-4508-b6fc-68f1746b956f_200x200.jpg
71842986,古巴產品,大衛杜夫,大卫杜夫 尼加拉瓜 罗拔图 铝管12支 127*50 Nicaragua Robusto,,50,127mm,12支,MOP$1988.00/澳门币,https://img.pospal.cn/productImages/3896373/72c2a08a-e9cc-41f4-a05e-8e6220d13011_200x200.jpg
88166812,古巴產品,大衛杜夫,大卫杜夫 尼加拉瓜 罗拔图 12支 127*50 Nicaragua Robusto,,50,127mm,12支,MOP$1688.00/澳门币,https://img.pospal.cn/productImages/3896373/02fc7cc7-bbde-45a7-af33-3290681f8874_200x200.jpg
83941591,古巴產品,大衛杜夫,大卫杜夫 尼加拉瓜 短告朗拿 14支 95*46 Nicaragua Short Corona,虽然短，但是味道浓郁，但这款浓郁的短告朗拿完全是由尼加拉瓜的成分制成的。茄衣、茄芯和茄套来自尼瓜拉瓜，味道包括美味的木材味，皮革味和可可豆的味道。可以带给你半小时的享受。,46,95mm,14支,MOP$1498.00/澳门币,https://img.pospal.cn/productImages/3896373/0079ab91-b6c3-436d-bf63-29497ccaf140_200x200.jpg
83941269,古巴產品,大衛杜夫,大卫杜夫 尼加拉瓜 大帝(双尖) 12支 165*50 Nicaragua Diademas,优雅的形状是尼加拉瓜之旅的延续。这款迷人的雪茄呈现层次丰富、味道平衡的享用体验，带有甜咸味的刺激和些许皮革味道，余味隽永。雪茄采用新颖的形状，秉承该系列中尼加拉瓜雪茄的苦甜特点，呈现其经典的胡椒与辛辣味个性。,50,165mm,12支,MOP$2330.00/澳门币,https://img.pospal.cn/productImages/3896373/ba1072f3-f0ff-4f3e-9b5e-85f6d8cbc98d_200x200.jpg
82343471,古巴產品,大衛杜夫,大卫杜夫 尼加拉瓜 盒压公牛 12支 152*52 Nicaragua Box Pressed Toro,,52,152mm,12支,MOP$1868.00/澳门币,https://img.pospal.cn/productImages/3896373/fb075492-1b3a-47ed-9cb4-572c73d19fc7_200x200.jpg
83673181,古巴產品,大衛杜夫,大卫杜夫 尼加拉瓜 盒压罗拔图 12支 127*48 Nicaragua Box Pressed Robusto,Davidoff Nicaragua Box Pressed Robusto 采用 100% 尼加拉瓜烟草手工卷制而成。更丰富、更浓郁的 Habano Nicaraguan Oscuro 茄衣增加了炽热的辛辣味，以及填充物和粘合剂烟草的大胆风味。这种动态的盒压形式及其平滑的抽吸带来了真正复杂的苦乐参半的味觉刺激。,48,127mm,12支,MOP$1638.00/澳门币,https://img.pospal.cn/productImages/3896373/76fc19b5-4e8f-4210-9048-394288e1345e_200x200.jpg
81231006,古巴產品,大衛杜夫,大卫杜夫 亚马萨 鱼雷 12支 156*52 Yamasa Piramides,Yamasa雪茄是一种充满烟草味烟雾，这可能是Davidoff迄今为止生产的最浓的雪茄。Yamasa充满力量，是力量的完美平衡，没有其他雪茄烟雾那么强烈的刺鼻感，Henke Kelner团队为了保持平稳而浓烈的烟雾，通过提高土壤pH值使其成为种植完美烟叶的理想之选。Yamasa是雪茄迷的梦想，它具有完美光泽和油性的温暖棕色茄衣，可立即起到开胃和诱人的作用。,52,156mm,12支,MOP$2208.00/澳门币,https://img.pospal.cn/productImages/3896373/fd737783-d74a-4f85-a07f-a2bf35552f41_200x200.jpg
93024561,古巴產品,大衛杜夫,大卫杜夫 亚马萨 罗拔图 12支 127*50 Yamasa Robusto,,50,127mm,12支,MOP$1928.00/澳门币,https://img.pospal.cn/productImages/3896373/66cea45d-296d-4c10-b4db-342fc28c0b33_200x200.jpg
88166408,古巴產品,大衛杜夫,大卫杜夫 亚马萨 罗拔图 铝管12支 127*50 Yamasa Robusto Tubos,,50,127mm,12支,MOP$2064.00/澳门币,https://img.pospal.cn/productImages/3896373/aeac81ad-9094-4313-b626-20a3192829b3_200x200.jpg
88165545,古巴產品,大衛杜夫,大卫杜夫 亚马萨 公牛 12支 153*52 Yamasa Toro,,52,153mm,12支,MOP$2054.00/澳门币,https://img.pospal.cn/productImages/3896373/50aedb25-8d33-4ea8-a1fb-24f066700a76_200x200.jpg
81231993,古巴產品,大衛杜夫,大卫杜夫 亚马萨 小丘吉尔 14支 102*48 Yamasa Petit Churchill,Yamasa 是大卫杜夫 Black Pillar 系列的一部分，该系列以创新雪茄为特色，来自世界各地的烟草，口味更加大胆和冒险。Black Pillar 系列将自然元素如何影响我们特殊混合物中的土壤、植物和烟草联系起来。这种混合物非常适合寻求非传统味觉刺激和典型大卫杜夫柔滑口感的爱好者。,48,102mm,14支,MOP$1558.00/澳门币,https://img.pospal.cn/productImages/3896373/88b95c77-eb29-4ee1-82a5-6b9de644e891_200x200.jpg
93019888,古巴產品,大衛杜夫,大卫杜夫 顶级 #2 25支 142*43 Grand Cru,此款略长的告朗拿雪茄内含Ligeros 烟草比例较大，令顶级2 号带有层次感复杂的坚果味和木香，浓度和层次感不可预料。,43,142mm,25支,MOP$3588.00/澳门币,https://img.pospal.cn/productImages/3896373/08ec2bca-839b-431d-ab33-e72af6583ab1_200x200.jpg
90096244,古巴產品,大衛杜夫,大卫杜夫 顶级 #3 25支 127*43 Grand Cru,"""顶级3号""是一个典型的告朗拿，这是很受雪茄客欢迎。凭借其平衡长度和直径，告朗拿提供一个愉快的吸烟时间。特殊的混合使得""顶级第3号""强度中等的雪茄与一个有吸引力的，芳香，和谐的味道。",43,127mm,25支,MOP$3136.00/澳门币,https://img.pospal.cn/productImages/3896373/e4b65a99-4a52-4c78-985a-13f678d3d20e_200x200.jpg
80651017,古巴產品,大衛杜夫,大卫杜夫 顶级 #5 25支 102*41 Grand Cru,,41,102mm,25支,MOP$2003.00/澳门币,https://img.pospal.cn/productImages/3896373/2ea792cc-bb58-4d5c-bd19-d7edd03ec139_200x200.jpg
81239220,古巴產品,大衛杜夫,大卫杜夫 顶级 罗拔图 25支 133*52 Grand Cru Robusto,一开始带着一点点的辛辣感，邀请您的味蕾进入典型的顶级风味。辣椒香与轻微辛辣香味在舌头上，与随后的木香混合起来，总结起来带甜味。这雪茄给雪茄客提供了一种强烈但均衡的抽烟烟雾体验。,52,133mm,25支,MOP$3598.00/澳门币,https://img.pospal.cn/productImages/3896373/123904e2-a780-4992-bac8-a15875dd1d8d_200x200.jpg
81239487,古巴產品,大衛杜夫,大卫杜夫 顶级 公牛 25支 152*54 Grand Cru Toro,Davidoff Grand Cru Toro 是该系列中最大的款式。以迷人的奶油甜味介绍自己。与 Robusto 相比，木头风味更少，而泥土气息更浓郁。这支 Toro 直到最后一口，都是令人惊喜的、完全迷人的雪茄。,54,152mm,N/A,MOP$3948.00/澳门币,https://img.pospal.cn/productImages/3896373/d268527b-3027-4e72-97fc-40b9a21790fe_200x200.jpg
88161873,古巴產品,大衛杜夫,大卫杜夫 温斯顿丘吉尔 丘吉尔 20支 178*48 Winston Churchill Churchill,,48,178mm,20支,MOP$3459.00/澳门币,https://img.pospal.cn/productImages/3896373/b49bc35c-737d-408f-bcc8-71c753a64ac3_200x200.jpg
88166573,古巴產品,大衛杜夫,大卫杜夫 温斯顿丘吉尔 公牛 20支 152*54 Winston Churchill Toro,,54,152mm,20支,MOP$3080.00/澳门币,https://img.pospal.cn/productImages/3896373/bc7d498b-f762-4f33-82ec-0e84c858cadb_200x200.jpg
88166600,古巴產品,大衛杜夫,大卫杜夫 温斯顿丘吉尔 罗拔图 20支 133*52 Winston Churchill Robusto,,52,133mm,20支,MOP$2980.00/澳门币,https://img.pospal.cn/productImages/3896373/7fc132d1-381f-478f-87e9-579070a6c5d8_200x200.jpg
82343644,古巴產品,大衛杜夫,大卫杜夫 温斯顿丘吉尔 小告朗拿 20支 114*41 Winston Churchill Petit Corona,这款雪茄具有强烈的烧烤和胡椒口感， 口味复杂有层次，绝对是您完美的雪茄伴侣。,41,114mm,20支,MOP$1868.00/澳门币,https://img.pospal.cn/productImages/3896373/74b22237-02da-4bed-9b41-3056b6bac9d1_200x200.jpg
129571525,古巴產品,大衛杜夫,大卫杜夫 温斯顿丘吉尔 小宾丽 5支 102*38 Winston Churchill Petit Panetela,选用来自厄瓜多尔的哈瓦那珈衣、墨西哥的珈套和由多米尼加古巴种子和尼加拉瓜叶组成的填充物。温斯顿丘吉尔Petit Panatela是一款与名字相匹配的优雅烟，花香令人惊叹，泥土色调完美搭配，真的是一款很棒的雪雪。,38,102mm,5支,MOP$325.00,https://img.pospal.cn/productImages/3823360/d581992c-3ad1-435a-a4ee-2cf2d1c4ecff_200x200.jpg
129570786,古巴產品,大衛杜夫,大卫杜夫 温斯顿丘吉尔 小宾丽 25支(5盒) 102*38 Winston Churchill Petit Panetela,选用来自厄瓜多尔的哈瓦那珈衣、墨西哥的珈套和由多米尼加古巴种子和尼加拉瓜叶组成的填充物。温斯顿丘吉尔Petit Panatela是一款与名字相匹配的优雅烟，花香令人惊叹，泥土色调完美搭配，真的是一款很棒的雪雪。,38,102mm,25支,MOP$1625.00,https://img.pospal.cn/productImages/3823360/1e52cef2-056f-45ef-b332-5ecdda03e508_200x200.jpg
125619675,古巴產品,大衛杜夫,大卫杜夫 温斯顿丘吉尔 至暗时刻之小宾丽 5支 102*38 Winston Churchill Petit Panetela,选择了闪亮油油的厄瓜多尔珈衣，颜色为美丽的黑巧克力色。两种尼加拉瓜珈芯烟草生长在富含矿物质的 Condega 和 Estelí 火山土壤中，为雪雪增添了辛辣味和深度。尤其是尼加拉瓜 Condega visus 烟草，它在原始的苏格兰首次填充单一麦芽威士忌桶中陈酿，赋予雪雪神秘的甜味。一种浓郁的多产地混合物，整体饱满，风味浓郁。Petit Panetela 与该系列的长填充物具有相同的标志性复杂性味道。,38,102mm,5支,MOP$396.00,https://img.pospal.cn/productImages/3823360/22fbff60-0e67-4854-82be-f7b332347998_200x200.jpg
125619727,古巴產品,大衛杜夫,大卫杜夫 温斯顿丘吉尔 至暗时刻之小宾丽 25支(5盒) 102*38 Winston Churchill Petit Panetela,选择了闪亮油油的厄瓜多尔珈衣，颜色为美丽的黑巧克力色。两种尼加拉瓜珈芯烟草生长在富含矿物质的 Condega 和 Estelí 火山土壤中，为雪雪增添了辛辣味和深度。尤其是尼加拉瓜 Condega visus 烟草，它在原始的苏格兰首次填充单一麦芽威士忌桶中陈酿，赋予雪雪神秘的甜味。一种浓郁的多产地混合物，整体饱满，风味浓郁。Petit Panetela 与该系列的长填充物具有相同的标志性复杂性味道。,38,102mm,25支,MOP$1980.00,https://img.pospal.cn/productImages/3823360/aacfbffc-b288-4979-9b37-fb8e88ce5477_200x200.jpg
88166509,古巴產品,大衛杜夫,大卫杜夫 温斯顿丘吉尔 至暗时刻之罗拔图 20支 127*52 Winston Churchill Robusto,,52,127mm,20支,MOP$3120.00/澳门币,https://img.pospal.cn/productImages/3896373/b7521f7d-b921-4191-aeb7-91b19351c7eb_200x200.jpg
71820422,古巴產品,大衛杜夫,大卫杜夫 温斯顿丘吉尔 至暗时刻之丘吉尔 20支 178*48 Winston Churchill Churchill,,48,178mm,20支,MOP$3380.00/澳门币,https://img.pospal.cn/productImages/3896373/906af072-d073-4ca9-8c7d-6959e554adc8_200x200.jpg
88166537,古巴產品,大衛杜夫,大卫杜夫 温斯顿丘吉尔 至暗时刻之公牛 20支 153*54 Winston Churchill Toro,,54,153mm,20支,MOP$3338.00/澳门币,https://img.pospal.cn/productImages/3896373/d968e608-bbac-43b3-91f8-51da4a56c783_200x200.jpg
71820223,古巴產品,大衛杜夫,大卫杜夫 入门 多米尼加 6支 105*34 Primeros Dominican,,34,105mm,6支,MOP$322.00/澳门币,https://img.pospal.cn/productImages/3896373/9f94f4f8-61ee-41d4-80d4-9a9496f80eb0_200x200.jpg
86067888,古巴產品,大衛杜夫,大卫杜夫 入门 多米尼加-马杜罗 6支 105*34 Primeros Dominican Maduro,,34,105mm,6支,MOP$322.00/澳门币,https://img.pospal.cn/productImages/3896373/f5de1755-247f-4593-a365-cf91e799ba14_200x200.jpg
75032150,古巴產品,大衛杜夫,大卫杜夫 入门 初踏黑暗 6支 105*34 Primeros Escurio,,34,105mm,6支,MOP$322.00/澳门币,https://img.pospal.cn/productImages/3896373/d9a92472-e739-418f-8c6d-4716e9aa8d08_200x200.jpg
86063386,古巴產品,大衛杜夫,大卫杜夫 入门 尼加拉瓜 6支 105*34 Primeros Nicaragua,,34,105mm,6支,MOP$322.00/澳门币,https://img.pospal.cn/productImages/3896373/0b855ca5-0f3a-495e-aba2-04c534db7a2b_200x200.jpg
80672543,古巴產品,大衛杜夫,大卫杜夫 入门 尼加拉瓜-马杜罗 6支 105*34 Primeros Nicaragua Maduro,,34,105mm,6支,MOP$322.00/澳门币,https://img.pospal.cn/productImages/3896373/40a1570a-6475-4e8d-a135-88079d8c8e28_200x200.jpg
92948005,古巴產品,大衛杜夫,大卫杜夫 入门 尼加拉瓜-马杜罗 30支(5盒) 105*34 Primeros Nicaragua Maduro,,34,105mm,30支,MOP$1610.00/澳门币,https://img.pospal.cn/productImages/3896373/3cfcba27-296e-4b99-becc-51369c247715_200x200.jpg
66564910,古巴產品,大衛杜夫,大卫杜夫 迷你金装 50支 88*20 Mini,,20,88mm,50支,MOP$598.00/澳门币,https://img.pospal.cn/productImages/3896373/48d0d07e-8b8e-42b0-9369-f00461a9e5f2_200x200.jpg
83242697,古巴產品,大衛杜夫,大卫杜夫 季诺 尼加拉瓜 短鱼雷 25支 102*52 Zino Nicaragua Short Torpedo,季诺是我们都熟知的雪茄品牌大卫杜夫的一个子品牌，因创始人名称叫做季诺.大卫杜夫，所以子品牌的名称叫做季诺。用黑巧克力、奶油、咖啡等香调探索独特的雪茄体验——这是一个前所未有的充实时刻。并且提供雪松木、咖啡和新鲜香料的独特香气。,52,102mm,25支,MOP$2206.00/澳门币,https://img.pospal.cn/productImages/3896373/aa346e9c-0628-4dee-b9b5-6aa4f9cd3e32_200x200.jpg
83242607,古巴產品,大衛杜夫,大卫杜夫 季诺 尼加拉瓜 罗拔图 25支 127*54 Zino Nicaragua Robusto,季诺是我们都熟知的雪茄品牌大卫杜夫的一个子品牌，因创始人名称叫做季诺.大卫杜夫，所以子品牌的名称叫做季诺。用黑巧克力、奶油、咖啡等香调探索独特的雪茄体验——这是一个前所未有的充实时刻。并且提供雪松木、咖啡和新鲜香料的独特香气。,54,127mm,25支,MOP$2579.00/澳门币,https://img.pospal.cn/productImages/3896373/6300995a-5990-4882-9e0f-acf4446459e9_200x200.jpg
83149641,古巴產品,大衛杜夫,大卫杜夫 季诺 尼加拉瓜 公牛 25支 152*50 Zino Nicaragua Toro,季诺是我们都熟知的雪茄品牌大卫杜夫的一个子品牌，因创始人名称叫做季诺.大卫杜夫，所以子品牌的名称叫做季诺。用黑巧克力、奶油、咖啡等香调探索独特的雪茄体验——这是一个前所未有的充实时刻。并且提供雪松木、咖啡和新鲜香料的独特香气。,50,152mm,25支,MOP$2280.00/澳门币,https://img.pospal.cn/productImages/3896373/08d028a3-6674-4704-80a4-c8a6b7ca2359_200x200.jpg
94445343,古巴產品,大衛杜夫,大卫杜夫 季诺 尼加拉瓜 戈多 25支 152*60 Zino Nicaragua Gordo,季诺是我们都熟知的雪茄品牌大卫杜夫的一个子品牌，因创始人名称叫做季诺.大卫杜夫，所以子品牌的名称叫做季诺。用黑巧克力、奶油、咖啡等香调探索独特的雪茄体验——这是一个前所未有的充实时刻。并且提供雪松木、咖啡和新鲜香料的独特香气。,60,152mm,25支,MOP$2330.00/澳门币,https://img.pospal.cn/productImages/3896373/4eb01317-4f0e-4fbf-a285-df6554289f62_200x200.jpg
98186441,古巴產品,卡里羅,卡里罗 精选黑暗皇家金字塔(鱼雷) 20支 153*52 Oscuro Piramides Royal,,52,153mm,20支,MOP$2188.00/澳门币,https://img.pospal.cn/productImages/3896373/289b7286-5959-46e2-8d2d-0204d4f07261_200x200.jpg
81415397,古巴產品,卡里羅,卡里罗 历史 E-Ⅲ丘吉尔 10支 174*54 Historia E-Ⅲ,,54,174mm,10支,MOP$1065.00/澳门币,https://img.pospal.cn/productImages/3896373/36a8f3cc-3343-40eb-9594-6810009bdc9b_200x200.jpg
81415804,古巴產品,卡里羅,卡里罗 誓言 生涯 10支 152*52 Pledge Sojourn,这款雪茄浓郁而丰富，带有大地、香料、坚果和雪松木的味道。与黑樱桃、牛轧糖和巧克力的甜味交织在一起。非常适合与一杯高年份的威士忌搭配享用。,52,152mm,10支,MOP$1065.00/澳门币,https://img.pospal.cn/productImages/3896373/15535a4d-603e-44d0-86ec-5f11926454f1_200x200.jpg
81413456,古巴產品,卡里羅,卡里罗 精英珍藏 新浪潮 彪丽高(鱼雷) 10支 146*52 New Wave Belicoso,,52,146mm,10支,MOP$1065.00/澳门币,https://img.pospal.cn/productImages/3896373/5a724553-b219-43a1-baf7-606b893535ac_200x200.jpg
