SKU,Title,Brand,Description,Price,H Price,Stock,Dimensions,Length,Ring Size,Packaging,Tags,Image URL,Product URL
PLA005,帕拉森鄉魂系列部落 (10支/盒)  PLASENCIA ALMA DEL CAMPO TRIBU,帕拉森鄉魂系列部落,,1330,1390,10,,,,10支/盒,,https://ktcigar.com/wp-content/uploads/2024/04/01_381.jpg,https://ktcigar.com/single/?sku=PLA005&id=7149
DRE083,德鲁庄园王冠之下 马杜罗 飞猪 (12支/盒) DREW ESTATE UNDERCROWN MADURO FLYING PIG,德鲁庄园王冠之下,,1340,1400,10,,,,12支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/Undercrown20Maduro20Flying20Pig20SBN12s_03_124.jpg,https://ktcigar.com/single/?sku=DRE083&id=7145
GHB010,哈瓦那/伟大哈瓦那 2011 珍藏 帝国 (20支/盒) 【60×160】 GRAN HABANO GRAN RESERVA #5 2011 Imperial,哈瓦那/伟大哈瓦那,,1340,1400,10,60mm x 160,60,160,20支/盒,详,https://ktcigar.com/wp-content/uploads/2025/02/Gran-Reserva-2011-box-removebg-preview.png,https://ktcigar.com/single/?sku=GHB010&id=57816
ROM009*T,罗密欧．朱丽叶/罗密欧 丘吉尔/长丘吉尔铝管 (3支/盒) 【178×47】Romeo Y Julieta Churchills A/T,罗密欧．朱丽叶/罗密欧,,1340,1400,10,178mm x 47,178,47,3支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_220-2.jpg,https://ktcigar.com/single/?sku=ROM009*T&id=54464
MON083*F,蒙特 小铝管 纸盒 (5支/盒) 【129×42】Montecristo Petit Tubos A/T,蒙特,,1380,1440,10,129mm x 42,129,42,5支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/01_666-1.jpg,https://ktcigar.com/single/?sku=MON083*F&id=55584
PLA028,帕拉森收获151 传统 托罗/公牛 (10支/盒) 【149×54】PLASENCIA COSECHA 151 LA TRADICION TORO,帕拉森收获151,,1380,1440,10,149mm x 54,149,54,10支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_565.jpg,https://ktcigar.com/single/?sku=PLA028&id=25268
MON055*T,蒙特 公开赛系列 老鹰 铝管 (3支/盒) 【150×54】Montecristo Open Eagle A/T,蒙特,,1410,1470,10,150mm x 54,150,54,3支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/Montecristo_Eagle_AT_02_804.jpg,https://ktcigar.com/single/?sku=MON055*T&id=54142
PLA012,帕拉森烈魂系列内斯特4/烈魂第四代 内斯特 (10支/盒) 【159×54】PLASENCIA ALMA FUERTE NESTOR IV TORO,帕拉森烈魂系列内斯特4/烈魂第四代,,1410,1470,10,159mm x 54,159,54,10支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/01_929.jpg,https://ktcigar.com/single/?sku=PLA012&id=25189
PLA017,帕拉森收获146 音乐 罗伯图 (10支/盒) PLASENCIA COSECHA 146 LA MUSICA ROBUSTO,帕拉森收获146,,1410,1470,10,,,,10支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_62.jpg,https://ktcigar.com/single/?sku=PLA017&id=7150
PLA027,帕拉森收获151 音乐 罗伯图/罗拔图 (10支/盒) 【127×50】PLASENCIA COSECHA 151 LA MUSICA ROBUSTO,帕拉森收获151,,1410,1470,10,127mm x 50,127,50,10支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_208.jpg,https://ktcigar.com/single/?sku=PLA027&id=25263
VEG014,唯佳高朗拿/大皇冠 (25支/盒) 【146×42】VegaFina Coronas,唯佳高朗拿/大皇冠,,1420,1480,10,146mm x 42,146,42,25支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/Vegafina20Corona2025s_01_650.jpg,https://ktcigar.com/single/?sku=VEG014&id=27541
HOY019*T,好友 德里约赛科/里约赛科 铝管 (3支/盒) 【140×56】Hoyo De Monterrey Le Hoyo De Rio Seco A/T,好友,,1440,1500,10,140mm x 56,140,56,3支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/03_31.jpg,https://ktcigar.com/single/?sku=HOY019*T&id=53988
JOS002,比亚达/贝纳查 比华士 (25支/盒) 【133×42】Jose L. Piedra Brevas,比亚达/贝纳查,,1450,1510,10,133mm x 42,133,42,25支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_556-1.jpg,https://ktcigar.com/single/?sku=JOS002&id=20424
JOS003,比亚达/贝纳查 比华士 纸盒 (5 X 5支/盒) 【133×42】Jose L. Piedra Brevas C/P,比亚达/贝纳查,,1450,1510,10,133mm x 42,133,42,,,https://ktcigar.com/wp-content/uploads/2024/05/01_467.jpg,https://ktcigar.com/single/?sku=JOS003&id=7114
ROP131,洛基·帕特尔/洛基帕特尔 白之锦盒/白标 丘吉尔 (20支/盒) 【178×48】ROCKY PATEL WHITE LABEL CHURCHILL,洛基·帕特尔/洛基帕特尔,,1460,1520,10,178mm x 48,178,48,20支/盒,特,https://ktcigar.com/wp-content/uploads/2025/03/rocky-patel-white-label-churchill.png,https://ktcigar.com/single/?sku=ROP131&id=2551
DV026,大卫杜夫 艾斯库里奥/黑暗极致 小罗伯图 (14支/盒) 【84×50】Davidoff Escurio Petit Robusto,大卫杜夫,,1470,1530,10,84mm x 50,84,50,14支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/Davidoff_Escurio_Petit_Robusto_03_110.jpg,https://ktcigar.com/single/?sku=DV026&id=677
VRS005,威古洛 迈雅里达/小鱼雷 (16支/盒) Vegueros Mananitas,威古洛,,1470,1530,10,,,,16支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/Vegueros_Mananitas_02_461.jpg,https://ktcigar.com/single/?sku=VRS005&id=2839
JOS008,比亚达/贝纳查 蜜饯/守护者 (25支/盒) 【140×44】Jose L. Piedra Conservas,比亚达/贝纳查,,1470,1530,10,140mm x 44,140,44,25支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/Jose_L_Piedra_Cazadores_03_751.jpg,https://ktcigar.com/single/?sku=JOS008&id=20451
JOS009,比亚达/贝纳查 蜜饯/守护者 纸盒 (5 X 5支/盒) 【140×44】Jose L. Piedra Conservas C/P,比亚达/贝纳查,,1470,1530,10,140mm x 44,140,44,,,https://ktcigar.com/wp-content/uploads/2024/05/01_874-2.jpg,https://ktcigar.com/single/?sku=JOS009&id=7119
DV030,大卫杜夫 精选双尖鱼雷型礼盒 (6支/盒) Davidoff Figurado Selection Cello,大卫杜夫,,1480,1540,10,,,,6支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/Davidoff20Figurado20Selection20Cello20bn6s2002_600.jpg,https://ktcigar.com/single/?sku=DV030&id=17445
AJF009,AJ费尔南德斯混合 15 罗伯图 (15支/盒) AJ FERNANDEZ BLEND 15 ROBUSTO,AJ费尔南德斯混合,,1490,1550,10,,,,15支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/Normal-01_286.jpg,https://ktcigar.com/single/?sku=AJF009&id=14305
DV003,大卫杜夫 周年安治度 (20支/盒) 【89×43】Davidoff Aniversario Entreacto,大卫杜夫,,1490,1550,10,89mm x 43,89,43,20支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/Davidoff20Aniversario20Entreacto2020s2004_189.jpg,https://ktcigar.com/single/?sku=DV003&id=654
DV065,大卫杜夫 尼瓜拉瓜短高朗拿 (12支/盒) 【95×46】Davidoff Nicaragua Short Corona,大卫杜夫,,1490,1550,10,95mm x 46,95,46,12支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/Davidoff20Nicaragua20Short20Corona2014s2001_25.jpg,https://ktcigar.com/single/?sku=DV065&id=716
FON003,丰塞卡 KDT 学徒 (25支/盒)  Fonseca Kdt Cadetes,丰塞卡,,1490,1550,10,,,,25支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/2016121216544546180.jpg,https://ktcigar.com/single/?sku=FON003&id=1102
GHB005,哈瓦那/伟大哈瓦那 科羅霍/科罗霍5號/5号 馬度羅/马杜罗 羅布圖/罗拔图 (20支/盒) 【126×52】 GRAN HABANO COROJO NO.5 MADUROS ROBUSTO,哈瓦那/伟大哈瓦那,,1490,1550,10,126mm x 52,126,52,20支/盒,详,https://ktcigar.com/wp-content/uploads/2024/09/GRAN-HABANO-B-COROJO-NO5-MADUROS-ROBUSTO-scaled.jpg,https://ktcigar.com/single/?sku=GHB005&id=1223
OLV042,奥利瓦V系列双罗伯图铝管 (12支/盒) OLIVA SERIE V DOUBLE ROBUSTO TUBOS,奥利瓦V系列双罗伯图铝管,,1490,1550,10,,,,12支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/Oliva20Serie20V20Double20Robusto20Tubos2012s20Box_1_613.jpg,https://ktcigar.com/single/?sku=OLV042&id=23532
VEG061,唯佳短罗伯图/罗拔图铝管 (20支/盒) 【101×50】VegaFina Short Robusto Tubos,唯佳短罗伯图/罗拔图铝管,,1490,1550,10,101mm x 50,101,50,20支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/VegaFina20Short20Robusto20Tubos20BNAT20s_01_770.jpg,https://ktcigar.com/single/?sku=VEG061&id=27770
PLA011,帕拉森烈魂系列第五代/烈魂第五代 盒压所罗门 (10支/盒) 【178×58】PLASENCIA ALMA FUERTE GENERACION V SALOMON,帕拉森烈魂系列第五代/烈魂第五代,,1510,1580,10,178mm x 58,178,58,10支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_168-1.jpg,https://ktcigar.com/single/?sku=PLA011&id=25184
MON049,蒙特 五号 (10支/盒) 【102×40】Montecristo No.5,蒙特,,1520,1590,10,102mm x 40,102,40,10支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/01_398-1.jpg,https://ktcigar.com/single/?sku=MON049&id=6976
MYF068,我的父亲特巴高斯 贝兹/贝茲系列 SF 罗伯图/罗拔图 (20支/盒) 【127×50】My Father Tabacos Baez Serie SF Robusto,我的父亲特巴高斯,,1530,1600,10,127mm x 50,127,50,20支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/01_948-1.jpg,https://ktcigar.com/single/?sku=MYF068&id=7176
LAA057,狮子王 1903康涅狄克 罗拔图/罗伯图 (18支/盒) 【127×50】LA AURORA 1903 CONNECTICUT ROBUSTO,狮子王,,1540,1610,10,127mm x 50,127,50,18支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/LA%20AURORA%201903%20CONNECTICUT%20ROBUSTO.png,https://ktcigar.com/single/?sku=LAA057&id=57977
PAR022,帕特加斯 米利飞尔/妙丽 (10支/盒) 【129×42】Partagás Mille Fleurs,帕特加斯,,1540,1610,10,129mm x 42,129,42,10支/盒,详+特,https://ktcigar.com/wp-content/uploads/2024/05/01_108-1.jpg,https://ktcigar.com/single/?sku=PAR022&id=7031
VEG059,唯佳短罗伯图/罗拔图 (25支/盒) 【101×50】VegaFina Short Robusto,唯佳短罗伯图/罗拔图,,1550,1620,10,101mm x 50,101,50,25支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/VegaFina20Short20Robusto2025s_01_317.jpg,https://ktcigar.com/single/?sku=VEG059&id=27760
VEG072,唯佳 短罗伯图/罗拔图 25支装 VegaFina Short Robusto 25,唯佳,,1550,1620,10,,,,,详,https://ktcigar.com/wp-content/uploads/2025/01/VegaFina_20Short_20Robusto_2025s_01_317.png,https://ktcigar.com/single/?sku=VEG072&id=7246
VRS007,威古洛 塔帕多 (16支/盒) Vegueros Tapados,威古洛,,1550,1620,10,,,,16支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/Vegueros_Tapados_AP_02_637.jpg,https://ktcigar.com/single/?sku=VRS007&id=2841
VEG022,唯佳堡垒2 罗伯图/罗拔图铝管 (20支/盒) 【127×50】VegaFina Fortaleza 2 Robusto Tubos,唯佳堡垒2,,1560,1630,10,127mm x 50,127,50,20支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/VegaFina20Fortaleza20220Robusto20Tubos_20s_01_152.jpg,https://ktcigar.com/single/?sku=VEG022&id=27576
VEG024,唯佳堡垒罗伯图/罗拔图铝管 (10支/盒) VegaFina Fortaleza 2 Robusto Tubos,唯佳堡垒罗伯图/罗拔图铝管,,1560,1630,10,,,,10支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/VegaFina20Fortaleza20220Robusto20Tubos_10s_01_726.jpg,https://ktcigar.com/single/?sku=VEG024&id=27586
ROM051,罗密欧．朱丽叶/罗密欧 三号 (10支/盒) 【117×40】Romeo Y Julieta Romeo No.3 AT,罗密欧．朱丽叶/罗密欧,,1580,1650,10,117mm x 40,117,40,10支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/Romeo_y_Julieta_Romeo_No3_10s_03_259.jpg,https://ktcigar.com/single/?sku=ROM051&id=6993
AJF014,AJ费尔南德斯混合 15 托罗 (15支/盒) AJ FERNANDEZ BLEND 15 TORO,AJ费尔南德斯混合,,1580,1650,10,,,,15支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/AJ20Fernandez20Blend201520Bundle20Toro2015s_01_620.jpg,https://ktcigar.com/single/?sku=AJF014&id=14330
CAO017,铁塔特级罗伯图 (20支/盒) CAO PILON ROBUSTO EXTRA,铁塔特级罗伯图,,1580,1650,10,,,,20支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/01_827.jpg,https://ktcigar.com/single/?sku=CAO017&id=7232
GHB004,哈瓦那/伟大哈瓦那 5号胜利 (20支/盒) 【190x58】 GRAN HABANO COROJO NO.5 Triumph,哈瓦那/伟大哈瓦那,,1580,1650,10,190mm x 58,190,58,20支/盒,详,https://ktcigar.com/wp-content/uploads/2024/09/GRAN-HABANO-B-COROJO-NO5-MADUROS-PYRAMID-20S-%E7%9B%92.jpg,https://ktcigar.com/single/?sku=GHB004&id=1222
PLA047,帕拉森经典珍藏系列罗伯图 (20支/盒) PLASENCIA RESERVA ORIGINAL ROBUSTO,帕拉森经典珍藏系列罗伯图,,1600,1670,10,,,,20支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_127-2.jpg,https://ktcigar.com/single/?sku=PLA047&id=7147
DV017,大卫杜夫 多米尼加 短 罗伯图 (10支/盒) Davidoff Dominicana Short Robusto,大卫杜夫,,1610,1680,10,,,,10支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/Davidoff20Dominicana20short20Robusto2010s20Box_01_75.jpg,https://ktcigar.com/single/?sku=DV017&id=668
RAF001,拉斐尔 朗斯代尔斯 皇冠 (10支/盒)  Rafael Gonzalez Coronas De Lonsdales,拉斐尔,,1610,1680,10,,,,10支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/01_822-1.jpg,https://ktcigar.com/single/?sku=RAF001&id=2404
ROP130,洛基·帕特尔/洛基帕特尔 白之锦盒/白标 奢华60'/西斯迪 (20支/盒) 【153×60】ROCKY PATEL WHITE LABEL SIXTY,洛基·帕特尔/洛基帕特尔,,1610,1680,10,153mm x 60,153,60,20支/盒,特,https://ktcigar.com/wp-content/uploads/2025/03/RPWL60_box_ocb_1.png,https://ktcigar.com/single/?sku=ROP130&id=2550
LAA011,狮子王 拉奥罗拉·奥罗拉107 森莫短罗伯图/罗拔图 马杜罗 (21支/盒) 【102×58】LA AURORA 107 SUMO SHORT ROBUSTO MADURO,狮子王,,1620,1690,10,102mm x 58,102,58,21支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/la_aurora_107_sumo_short_robusto_maduro_21_s_box_02wm.jpg,https://ktcigar.com/single/?sku=LAA011&id=21642
PLA016,帕拉森烈魂系列西斯托2/烈魂六边形 (10支/盒) 【152×60】PLASENCIA ALMA FUERTE SIXTO II HEXAGON,帕拉森烈魂系列西斯托2/烈魂六边形,,1620,1690,10,152mm x 60,152,60,10支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_463.jpg,https://ktcigar.com/single/?sku=PLA016&id=25209
LAT002,拿鐵利LAT54 (15支/盒) L’ATELIER LAT54,拿鐵利LAT54,,1620,1690,10,,,,15支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_630-2.jpg,https://ktcigar.com/single/?sku=LAT002&id=7182
MYF069,我的父亲特巴高斯 贝兹/贝茲系列 SF 托罗/公牛 (20支/盒) 【152×50】My Father Tabacos Baez Serie SF Toro,我的父亲特巴高斯,,1640,1710,10,152mm x 50,152,50,20支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/01_84.jpg,https://ktcigar.com/single/?sku=MYF069&id=7175
CAM003,卡马乔科罗霍 罗伯图 铝管 (20支/盒)  CAMACHO COROJO ROBUSTO TUBOS,卡马乔科罗霍,,1640,1710,10,,,,20支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/01_301.jpg,https://ktcigar.com/single/?sku=CAM003&id=371
ROM065,罗密欧．朱丽叶/罗密欧 朱丽叶木盒 (25支/盒) Romeo Y Julieta Julieta,罗密欧．朱丽叶/罗密欧,,1640,1710,10,,,,25支/盒,详,https://ktcigar.com/wp-content/uploads/2024/09/%E8%8C%B1%E9%BA%97%E8%91%89-%E6%9C%A8%E7%9B%92-25S-%E7%9B%92-ROMEO-Y-JULIETA-JULIETA.jpg,https://ktcigar.com/single/?sku=ROM065&id=2621
MON046,蒙特 四号 (10支/盒) 【129×42】Montecristo No.4,蒙特,,1660,1730,10,129mm x 42,129,42,10支/盒,详+特,https://ktcigar.com/wp-content/uploads/2024/05/01_896-1.jpg,https://ktcigar.com/single/?sku=MON046&id=1788
ROP019,洛基·帕特尔/洛基帕特尔 门徒 罗伯图 (20支/盒) ROCKY PATEL DISCIPLE ROBUSTO,洛基·帕特尔/洛基帕特尔,,1660,1730,10,,,,20支/盒,详+特,https://ktcigar.com/wp-content/uploads/2024/05/01_996-1.jpg,https://ktcigar.com/single/?sku=ROP019&id=2439
JOS004,比亚达/贝纳查 猎人 (25支/盒) 【152×43】Jose L. Piedra Cazadores,比亚达/贝纳查,,1670,1740,10,152mm x 43,152,43,25支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/Jose_L_Piedra_Cazadores_02_556.jpg,https://ktcigar.com/single/?sku=JOS004&id=20433
JOS006,比亚达/贝纳查 猎人 纸盒 (5 X 5支/盒) 【152×43】Jose L. Piedra Cazadores C/P,比亚达/贝纳查,,1670,1740,10,152mm x 43,152,43,,,https://ktcigar.com/wp-content/uploads/2024/05/01_879-1.jpg,https://ktcigar.com/single/?sku=JOS006&id=7115
COB029*F,高希霸 吉士图/吉时途 纸盒 (5支/盒) 【126×35】Cohiba Exquisitos C/P,高希霸,,1680,1750,10,126mm x 35,126,35,5支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_915-3.jpg,https://ktcigar.com/single/?sku=COB029*F&id=54996
CAO014,铁塔/皮隆 丘吉尔 (20支/盒) 【178×48】CAO PILON CHURCHILL,铁塔/皮隆,,1680,1750,10,178mm x 48,178,48,20支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_659-2.jpg,https://ktcigar.com/single/?sku=CAO014&id=7233
DV128,大卫杜夫 埃斯庫里約 罗拔图 木盒 (12支/盒) 【114×52】Davidoff Escurio Robusto,大卫杜夫,,1680,1750,10,114mm x 52,114,52,12支/盒,详,https://ktcigar.com/wp-content/uploads/2024/09/%E5%9F%83%E6%96%AF%E5%BA%AB%E9%87%8C%E7%B4%84-%E7%BE%85%E6%8B%94%E5%9C%96-%E6%9C%A8%E7%9B%92-12S-%E7%9B%92-DAVIDOFF-ESCURIO-ROBUSTO.jpg,https://ktcigar.com/single/?sku=DV128&id=780
GHB002,哈瓦那/伟大哈瓦那 康奈迪克/康涅狄克1號/1号(绿色) 巨大羅布圖/顶级罗拔图 (20支/盒) 【152×54】GRAN HABANO #1 CONNETICUT GRAN ROBUSTO,哈瓦那/伟大哈瓦那,,1680,1750,10,152mm x 54,152,54,20支/盒,详,https://ktcigar.com/wp-content/uploads/2024/09/GRAN-HABANO-B-1-CONNETICUT-GRAN-ROBUSTO-20S-%E7%9B%92.jpg,https://ktcigar.com/single/?sku=GHB002&id=1220
DV144,大卫杜夫 入门 尼加拉瓜-马杜罗 (30支/盒) 【105×34】Davidoff Primeros Nicaragua Maduro,大卫杜夫,,1690,1760,10,105mm x 34,105,34,30支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/primeros-nicaragua-maduro-box.webp,https://ktcigar.com/single/?sku=DV144&id=56737
LAA060,狮子王 卡尔马龙酒桶 陈年罗拔图/罗伯图 (25支/盒) 【127×50】LA AURORA KARL MALONE BARREL AGED ROBUSTO,狮子王,,1700,1770,10,127mm x 50,127,50,25支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/4630417080.webp,https://ktcigar.com/single/?sku=LAA060&id=58022
LAA061,狮子王 卡尔马龙酒桶 陈年公牛/托罗 (20支/盒) 【146×54】LA AURORA KARL MALONE BARREL AGED TORO,狮子王,,1700,1770,10,146mm x 54,146,54,20支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/4631823340.webp,https://ktcigar.com/single/?sku=LAA061&id=58037
ROM058,罗密欧．朱丽叶/罗密欧 运动员 (25支/盒) 【117×35】Romeo Y Julieta Sports Largos,罗密欧．朱丽叶/罗密欧,,1700,1770,10,117mm x 35,117,35,25支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/Romeo20y20Julieta20Sports20Largos20BN25sE28094E2809403_875.jpg,https://ktcigar.com/single/?sku=ROM058&id=2613
DV098,大卫杜夫 温斯顿‧丘吉尔小高朗拿 (5 X 5支/盒) 【102×38】Davidoff Winston Churchill Petit Corona,大卫杜夫,,1710,1780,10,102mm x 38,102,38,,,https://ktcigar.com/wp-content/uploads/2024/05/1_801.jpg,https://ktcigar.com/single/?sku=DV098&id=17753
DV139,大卫杜夫 温斯顿丘吉尔 小宾丽 (5x5支/盒) 【102×38】Davidoff Winston Churchill Petit Panetela,大卫杜夫,,1710,1780,10,102mm x 38,102,38,,,https://ktcigar.com/wp-content/uploads/2025/03/101160_3-1200px.png,https://ktcigar.com/single/?sku=DV139&id=56732
VEG046,唯佳尼加拉瓜罗伯图/罗拔图 (25支/盒) 【127×50】VegaFina Nicaragua Robustos,唯佳尼加拉瓜罗伯图/罗拔图,,1710,1780,10,127mm x 50,127,50,25支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/VegaFina_Nicaragua_Robustos_25s_01_372_630.jpg,https://ktcigar.com/single/?sku=VEG046&id=27695
LAA009,狮子王 拉奥罗拉107 马杜罗托罗/公牛 (21支/盒) 【140×54】LA AURORA 107 MADURO TORO,狮子王,,1720,1790,10,140mm x 54,140,54,21支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/la_aurora_107_maduro_toro_21_s_3_w_wm.jpg,https://ktcigar.com/single/?sku=LAA009&id=21632
LAA010,狮子王 拉奥罗拉107 罗伯图/罗拔图 (21支/盒) 【114×50】LA AURORA 107 ROBUSTO,狮子王,,1720,1790,10,114mm x 50,114,50,21支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/La20Aurora2010720Serie20Aniversario202120Robusto201000px_1_602.jpg,https://ktcigar.com/single/?sku=LAA010&id=21637
PLA045,帕拉森经典珍藏系列金字塔/鱼雷 (20支/盒) 【157×52】PLASENCIA RESERVA ORIGINAL PIRAMIDE,帕拉森经典珍藏系列金字塔/鱼雷,,1720,1790,10,157mm x 52,157,52,20支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/Plasencia20Reserva20Original20Pyramide2020s2002_256.jpg,https://ktcigar.com/single/?sku=PLA045&id=7146
LAA056,狮子王 107飞船 (20支/盒) 【102×58】LA AURORA 107 ZEPPELIN,狮子王,,1730,1800,10,102mm x 58,102,58,20支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/la-aurora-107-zeppelin.jpg,https://ktcigar.com/single/?sku=LAA056&id=57962
COB113,高希霸 世纪二号/世纪二 铝管 (3支/盒) 【129×42】Cohiba Siglo II A/T,高希霸,,1740,1820,10,129mm x 42,129,42,3支/盒,,https://ktcigar.com/wp-content/uploads/2025/02/8559f08c-a21a-4e68-9a56-b83eefcc9eca_640x640-removebg-preview.png,https://ktcigar.com/single/?sku=COB113&id=58322
VEG045,唯佳尼加拉瓜罗伯图/罗拔图铝管 (20支/盒) 【127×50】VegaFina Nicaragua Robusto Tubos,唯佳尼加拉瓜罗伯图/罗拔图铝管,,1740,1820,10,127mm x 50,127,50,20支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/VegaFina_Nicaragua_Robusto_Tube_20s_01_233.jpg,https://ktcigar.com/single/?sku=VEG045&id=27690
VEG006,唯佳1998 VF 46 (25支/盒) 【143×46】VegaFina 1998 VF 46,唯佳1998,,1750,1830,10,143mm x 46,143,46,25支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/01_975-4.jpg,https://ktcigar.com/single/?sku=VEG006&id=27502
DRE064,德鲁庄园私人联盟独角兽系列飞猪 (10支/盒) DREW ESTATE LIGA PRIVADA UNICO SERIE FERAL FLYING PIG,德鲁庄园私人联盟独角兽系列飞猪,,1760,1840,10,,,,10支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/Liga20Privada20T5220Unico20Serie20Flying20Pig20SBN10s_03_238.jpg,https://ktcigar.com/single/?sku=DRE064&id=18543
FON002,丰塞卡 滋味 (25支/盒)  Fonseca Delicias,丰塞卡,,1760,1840,10,,,,25支/盒,详,https://ktcigar.com/wp-content/uploads/2024/04/Fonseca_Delicias-Knuve-Seda_Box-of-25-Closed-box-096A0968-1.png,https://ktcigar.com/single/?sku=FON002&id=1101
ROP021,洛基·帕特尔/洛基帕特尔 门徒 托罗 (20支/盒) ROCKY PATEL DISCIPLE TORO,洛基·帕特尔/洛基帕特尔,,1760,1840,10,,,,20支/盒,详+特,https://ktcigar.com/wp-content/uploads/2024/05/01_471.jpg,https://ktcigar.com/single/?sku=ROP021&id=2441
LAT003,拿铁利LAT56 (15支/盒) L’ATELIER LAT56,拿铁利LAT56,,1770,1850,10,,,,15支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_893-2.jpg,https://ktcigar.com/single/?sku=LAT003&id=7183
CAO025,CAO 旅行装 (10支/盒) CAO TRAVEL PACK,CAO,,1800,1880,10,,,,10支/盒,,https://ktcigar.com/wp-content/uploads/2025/02/34d0b6e8-7dd2-4490-844d-38d3f32d7bb4_640x640-removebg-preview.png,https://ktcigar.com/single/?sku=CAO025&id=57857
VEG058,唯佳罗伯图/罗拔图 (25支/盒) 【127×50】VegaFina Robustos,唯佳罗伯图/罗拔图,,1800,1880,10,127mm x 50,127,50,25支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/VegaFina20Robustos2025s_01_426.jpg,https://ktcigar.com/single/?sku=VEG058&id=27755
LAF001,拉弗洛尔．德卡诺 精选 (5 X 3支/盒)  La Flor De Cano Elegidos,拉弗洛尔．德卡诺,,1810,1890,10,,,,,,https://ktcigar.com/wp-content/uploads/2024/04/03_738.jpg,https://ktcigar.com/single/?sku=LAF001&id=7108
QUI007,金特罗/君特罗 宾丽 (25支/盒) 【127×36】Quintero Panetelas,金特罗/君特罗,,1810,1890,10,127mm x 36,127,36,25支/盒,详+特,https://ktcigar.com/wp-content/uploads/2024/05/Quintero_Panetelas_03_117.jpg,https://ktcigar.com/single/?sku=QUI007&id=2401
ROM002,罗密欧．朱丽叶/罗密欧 贝伟达 (25支/盒) 【125×39】Romeo Y Julieta Belvederes,罗密欧．朱丽叶/罗密欧,,1810,1890,10,125mm x 39,125,39,25支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/Romeo20y20Julieta20Belvederes20BN25s_03_324.jpg,https://ktcigar.com/single/?sku=ROM002&id=2558
DV016,大卫杜夫 多米尼加 罗伯图 (10支/盒) Davidoff Dominicana Robusto,大卫杜夫,,1820,1900,10,,,,10支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/Davidoff20Dominicana20Robusto2010s20Box_01_715.jpg,https://ktcigar.com/single/?sku=DV016&id=667
